0,Sentiment,neg,neu,pos,compound
"trying to cement themselves as the best online casino now you will be able to play all table games directly using telegram making it easier than ever think this runs towards + in the full bull run — team continues to keep innovatingbullsih af on gamblefi> [](> ⚡️ bazed poker & telegram casino> > since our launch in late july, we have made considerable progress. we are excited to unveil two new offerings. one has been previously announced, but the other is a fresh addition.> > at bazed, our mission is to cater to all players, from seasoned…",Positivo,0.0,0.871,0.129,0.8674
"#bitcoin - usually you want to see the obv breakout before the price, not after. that would have been the trigger which would have flipped me from neutral back to bullish. still confident in sub ,000 and will wait.",Positivo,0.0,0.889,0.111,0.5423
"comfy holdrevenue growsburning and buy backs 0.10 is programmed> [](> 3.3x growth in on-chain  holders in 2 months🔥> > protocol growth = token growth> > welcome aboard, new community members!🚀> > let  keep building💪",Positivo,0.034,0.69,0.276,0.8122
": what project recently came out that was airdropped to one of the strongest  communities, has multiple of the stron…",Positivo,0.0,0.861,0.139,0.4404
literally everything has pumped besides arbwhen arb szn?> [](> i think  szn is coming soon,Neutro,0.0,1.0,0.0,0.0
"c'mon, how can you not love  inicators?bounced right off the line again",Negativo,0.234,0.766,0.0,-0.5216
"things we love to see holders increasing by 3x and price slowly grinding up early holders & whales taking profits distributing to new holders this is exactly kind of ratio you want to see > [](> 3.3x growth in on-chain  holders in 2 months🔥> > protocol growth = token growth> > welcome aboard, new community members!🚀> > let  keep building💪",Positivo,0.0,0.719,0.281,0.9432
"> [](> welcome to day 19 of the propchain december calendar!> > it is with our utmost pleasure that we announce the official launch of the  desktop platform for the public!> > this moment marks the culmination of years of hard work and dedication, hitting one…",Positivo,0.029,0.822,0.15,0.7835
nobody even dares to mention this one. poahh!,Neutro,0.0,1.0,0.0,0.0
"if we can get over 42,400 here and confirm that bottom after confirming that reversal on the one hour that would be great",Positivo,0.0,0.843,0.157,0.6249
let’s get that break,Neutro,0.0,1.0,0.0,0.0
: if you are  trying to farm  ...one of the qualifiers is buying on exchange dot art with bonkwell i just relisted the r…,Neutro,0.0,1.0,0.0,0.0
i worry that we may get one more test there....,Negativo,0.266,0.734,0.0,-0.4404
rejected at range highs for now. was a good call to close up there. made for a nice inte-day play.,Positivo,0.13,0.551,0.319,0.5859
4hrgreen dot is back 🟢,Neutro,0.0,1.0,0.0,0.0
"bought the dip & started a position on .if there  anything i have  learned over the past several months - it  do not  fade momentum.if this manages to break above htf resistance, i could easily see it making a run to new aths.long it w/ me here ➡️",Positivo,0.0,0.945,0.055,0.34
:  is king ai 🤖 the party hasn’t even started.,Positivo,0.0,0.722,0.278,0.4019
": dear scoogers and all  frens,the  snapshot will take place tomorrow dec. 20 at 1pm estscoogi and doogi holders…",Positivo,0.0,0.867,0.133,0.3818
"nice little flat forming here on , send it to , btc has made a few of these already on the way up",Positivo,0.0,0.872,0.128,0.4215
"memecoin season has arrived on  vitalik’s mum just dropped lmaofor those that don’t know; she’s best friends with the current ceoi don’t own any of this token btw, just found it hilarious that some degen had pounced on the opportunity",Positivo,0.0,0.738,0.262,0.9153
this is what happens when you brag about a 3 million dollar  trade and round trip it back to entry and never close it.> [](> excited to finally present my very first nft collection on x through > > here is a link to all the collections: > > you will essentially be minting nfts that are posts (formerly known as tweets) made here on x. basically traders will have the…,Positivo,0.0,0.963,0.037,0.34
yesterday i was observing a setup... if it follows the plan after the deviation it activates the trigger for the trade.... see you soon,Neutro,0.0,1.0,0.0,0.0
yesterday i was observing a setup... if it follows the plan after the deviation it activates the trigger for the trade.... see you soon,Neutro,0.0,1.0,0.0,0.0
gm wants higher,Neutro,0.0,1.0,0.0,0.0
: #binance #futures   📈 6.36% in 1h📈,Neutro,0.0,1.0,0.0,0.0
new ath what a time to be alive,Positivo,0.0,0.698,0.302,0.3818
:  is due for a bounce,Neutro,0.0,1.0,0.0,0.0
": if you are  shorting this here, you have to reconsider your life choices. there  no meaningful resistance until the mid 60…",Positivo,0.094,0.809,0.098,0.0258
like everything we saw it before the others🫣🤫> [](> ps for next days eyes on  pair btc > possibile bid deviation,Positivo,0.0,0.884,0.116,0.3612
#nochill about to be the next  lol,Positivo,0.0,0.682,0.318,0.4215
": keep your health on track, homies. it  a long  bull market and it  important to not get so burned out this early i…",Positivo,0.0,0.921,0.079,0.2023
":  liquidity 📚i often use the term ""liquidity"" in my analysis'.i will  explain how it works and how i use it personally.…",Neutro,0.0,1.0,0.0,0.0
outperformed,Neutro,0.0,1.0,0.0,0.0
putting in some numbers now trading at new yearly highs and looks to be a strong trend forming👍  still a bit lackluster. > [](>  &  pretty strong.> > would expect furthert upside if  finds a floor.,Positivo,0.0,0.812,0.188,0.7579
group trade 💪> [](> #inj delivered this level to level play for the crew yesterday........ > point to point +5r while we locked in +3.9r> > more info,Positivo,0.0,0.912,0.088,0.34
"kaleo acknowleding the potential in . if there  a guy you should listen to, it  him.a new  ath is very likely in 2024. i have my bags prepared.> [](> bought the dip & started a position on .> > if there  anything i have  learned over the past several months - it  do not  fade momentum.> > if this manages to break above htf resistance, i could easily see it making a run to new aths.> > long it w/ me here ➡️",Positivo,0.0,0.967,0.033,0.34
"my first price discovery target for  has hit.took some profits from my spot bags, will look for dips to buy, or to move the funds elsewhere.next targets are  and .send it higher.",Positivo,0.0,0.914,0.086,0.4404
next up  to,Neutro,0.0,1.0,0.0,0.0
: how to trade/use a trading bot 👇#buying👇 (in brief)1. go to tg bot & create/import wallet.2. fund your wallet fro…,Neutro,0.0,1.0,0.0,0.0
"one of my favourite charts at the moment: .in the same category as sol, avax & inj; but still relatively cheap.send it higher.",Neutro,0.0,1.0,0.0,0.0
"last line of defense for  bears after it broke into the top 5 coins by market cap.break this level and i do not  see much resistance until .longing dips is the name of the game, imo.trade with me on hmx (sponsored):",Negativo,0.092,0.829,0.078,-0.1531
time for  to play catch-up again. is programmed.,Positivo,0.0,0.745,0.255,0.34
looks like it  just taking a breather before pamping hard again.,Positivo,0.118,0.672,0.21,0.2732
have been building up teaser videos for a while now!it all kicks off early in 2024 with a major update 🎯> [](>,Negativo,0.108,0.892,0.0,-0.3164
: #nochill about to be the next  lol,Positivo,0.0,0.682,0.318,0.4215
could be the best call of my lifeall those lines around the  area😂,Positivo,0.0,0.741,0.259,0.6369
was looking at  yesterday and thought the chart looked pretty good... looks better now,Positivo,0.0,0.663,0.337,0.7269
,Neutro,0.0,0.0,0.0,0.0
"#bitcoin looks eager to break out after that shallow pullback we expected.let  see, new highs this week?",Positivo,0.0,0.865,0.135,0.3612
"monthly chart 🐺 falling wedge pattern, where price  is testing the upper boundary / resistance / of the wedgenoting monthly bullish divergence  + hammer candlestick 🔨 double bottom formationsep 01/22 anchored vwap at 60.43",Negativo,0.054,0.946,0.0,-0.1531
,Neutro,0.0,0.0,0.0,0.0
there we go,Neutro,0.0,1.0,0.0,0.0
all time highs soon don’t say you weren’t warned> [](>  chart looks amazing! so bullish! just looks like drawn by hand 🔥> > also bankpad - the launchpad for the upcoming bull run gonna launch it  first meme token called #bahamas> > nice concept. imagine bahams go 100x and people will try to get in early at  to be top tier.…,Positivo,0.0,0.783,0.217,0.9285
"the market is up a lot, but i'm pretty sure it  going to go up more in the coming year.hold steady -- we are  nowhere near all-time highs yet.#bitcoin",Positivo,0.0,0.782,0.218,0.8047
lets do this,Neutro,0.0,1.0,0.0,0.0
"#btc yt updates.i have no plans to do any new regular updates in the coming days.i'm taking a break (from the group) over xmas into the new year and will do the same for yt. only in case of important moves, i might fire up the charts, otherwise the next yt update will be…",Negativo,0.083,0.884,0.032,-0.4215
is starting its pre-sale for its meme coin  tomorrow. the pre-sale will take place at  you need to burn  to participate. this will reduce their supply of 229m to 30m brn by burning 90% of the supply. ta wise atm up 40%…,Positivo,0.0,0.93,0.07,0.4767
looking good,Positivo,0.0,0.256,0.744,0.4404
i think it  time to pay attention to  #neo as it’s printing a big w pattern 👀imo breakout is imminent 📈🎯 t1 - 🎯 t2 -,Negativo,0.069,0.931,0.0,-0.1027
:  is being shipped. is being shipped. is being shipped heavily.it  a race against time at this point. 🫨…,Neutro,0.0,1.0,0.0,0.0
gm #bitcoin bulls 🐂,Neutro,0.0,1.0,0.0,0.0
dips are part of the game.embrace them for the opportunity they present.#bitcoin,Positivo,0.0,0.797,0.203,0.4215
this bird is soaring...,Neutro,0.0,1.0,0.0,0.0
"yields keep dipping, bullish. #bitcoin",Neutro,0.0,1.0,0.0,0.0
: #bitcoin expectations for the rest of the week:,Neutro,0.0,1.0,0.0,0.0
"teh bot is live on avax! shill me some gem hunters 👀> [](> #tehbag  bagx trading bot is now live on #avax! 📣> > we are happy to announce #avalanche trading is now live on #bagx!> > starting now, every  holder can use our advanced trading tech to trade on avax!> > using bagx you can:> - manage your wallets in teh most secure way. we do not…",Positivo,0.0,0.865,0.135,0.8612
: bought the dip & started a position on .if there  anything i have  learned over the past several months - it  do not …,Neutro,0.0,1.0,0.0,0.0
: #bitcoin the big horizontals for the end of the year. and  will be good levels to keep an eye on if you ask me. h…,Positivo,0.0,0.892,0.108,0.4404
#btc do not  get trapped,Positivo,0.0,0.59,0.41,0.4168
ftw!!!!!,Neutro,0.0,1.0,0.0,0.0
boomgreen arrow,Neutro,0.0,1.0,0.0,0.0
🚀🚀🚀,Neutro,0.0,1.0,0.0,0.0
all those dips gave us plenty of rsi fuel,Neutro,0.0,1.0,0.0,0.0
1h chartnoting bearish divergence + hangman candlestick pattern on hourly chart,Neutro,0.0,1.0,0.0,0.0
"nice awareness for  being one of only six tokens selected for the binance trading competition!> [](> 💰 trading competition alert> > vanry set to get new wave of exposure across   100m+ users.> > trade  now and be part of ,000 token voucher. do not  miss out on this exciting opportunity to earn some free !> > learn more here:",Positivo,0.0,0.773,0.227,0.9284
take profit fam  #stx 😄> [](>  #stx is just starting imo> pls share some more details such as fdv tvl etc if you have access,Positivo,0.0,0.775,0.225,0.6597
need to keep pushing past that dotted line,Neutro,0.0,1.0,0.0,0.0
#stx - short - high riskplease repost,Neutro,0.0,1.0,0.0,0.0
15min touch,Neutro,0.0,1.0,0.0,0.0
just a flesh wound... keep fighting,Negativo,0.385,0.615,0.0,-0.3612
15m,Neutro,0.0,1.0,0.0,0.0
> [](> 🔥zignaly is thrilled to bring #ai powered investments to  > > get your  on : > > > hold tight for epic updates - we buidl on #inj🥷,Positivo,0.0,0.879,0.121,0.4404
hey cardanuts pump your coindo smart contracts even work?,Positivo,0.0,0.748,0.252,0.4019
,Neutro,0.0,0.0,0.0,0.0
"a lot of liquidity has migrated from eth over to other chains to chase memecoins... meaning many fundamentally strong projects are consolidating/pulling backwhen liquidity and volume returns, these projects will get bought hard is one i expect will full send. i'm…",Positivo,0.034,0.887,0.079,0.4404
"+  👀> [](> we are  integrating  ! 🔗> > polygon pos joins as a data connector in our ecosystem for a first-of-its-kind integration. > > now effortlessly interact with polygon pos through simple, natural language prompts. gain insights on specific tokens, on-chain volume,…",Positivo,0.0,0.846,0.154,0.7345
all gas no brakes,Negativo,0.423,0.577,0.0,-0.296
,Neutro,0.0,0.0,0.0,0.0
: uniqueness & innovation is what drives #crypto.this dex has a whole lot of them:why smardex () has the potential…,Positivo,0.0,0.86,0.14,0.3818
can we send  to  already?,Neutro,0.0,1.0,0.0,0.0
: time for  to play catch-up again. is programmed.,Positivo,0.0,0.745,0.255,0.34
ready,Positivo,0.0,0.0,1.0,0.3612
breaking  gets us in the   imo,Neutro,0.0,1.0,0.0,0.0
here we go,Neutro,0.0,1.0,0.0,0.0
"so far so good,  looking sendy af",Positivo,0.0,0.596,0.404,0.6213
buckle up> [](>  going...,Neutro,0.0,1.0,0.0,0.0
:  thank you for sticking wif us legend  🧢,Positivo,0.0,0.706,0.294,0.3612
":  army is moving fast.shortly after , we are now also listed on  and verified by …",Neutro,0.0,1.0,0.0,0.0
